Boxer,Date,Purse,lnRPurse,weight,Age,Wins,Losses,KO,W-Title,PPV,RDS
"Brewer, Grady",2010.01.29,10000.0,9.32964811511486,154.5,39.1048689138574,26,11,15,0,0,10
"Rios, Ronny",2010.01.29,2500.0,7.94335375399497,127.0,20.0,8,0,4,0,0,6
"Shumenov, Beibut",2010.01.29,25000.0,10.245938846989,174.5,26.4166666666665,8,1,6,1,0,12
"Hudaynazarov, Ravshan",2010.01.29,1000.0,7.02706302212081,152.0,25.5833333333333,9,0,7,0,0,4
"Vargas, Jessie",2010.01.29,1500.0,7.43252813022898,144.0,20.6666666666665,7,0,3,0,0,4
"Rodela, David",2010.01.29,10000.0,9.32964811511486,130.0,27.5,14,1,6,0,0,10
"Perez, Eloy",2010.01.29,6000.0,8.81882249134887,129.5,23.25,15,0,4,0,0,10
"Ziolowski, Tyler",2010.01.29,2500.0,7.94335375399497,139.0,23.3333333333333,12,10,6,0,0,6
"Molina, Carlos",2010.01.29,2500.0,7.94335375399497,137.0,24.1666666666665,9,0,5,0,0,6
"Brinkley, Jesse Lee",2010.01.29,20000.0,10.0227952956748,167.5,33.1666666666665,34,5,22,0,0,12
"Stevens, Curtis",2010.01.29,10000.0,9.32964811511486,165.0,24.8333333333333,21,2,15,0,0,12
"Goins, Michael J.",2010.01.29,1000.0,7.02706302212081,227.0,35.4166666666665,1,3,1,0,0,4
"Gonzales, Brandon G.",2010.01.29,3500.0,8.27982599061618,162.0,25.6666666666665,9,0,8,0,0,6
"Hinkey, Tyler L.",2010.01.29,1200.0,7.20938457891477,270.0,27.1118721461182,5,1,4,0,0,6
"Williams, Mitch",2010.01.29,2000.0,7.72021020268076,215.0,27.5833333333333,3,2,3,0,0,6
"Serrano, Raymond",2010.01.29,5000.0,8.63650093455491,146.5,20.6666666666665,11,0,6,0,0,8
"Warrior, Ronnie Jr.",2010.01.29,4500.0,8.53114041889709,147.0,33.1666666666665,13,2,4,0,0,8
"Benavidez, Jose L.",2010.02.13,2500.0,7.94335375399497,137.0,17.75,1,0,1,0,0,4
"Concepcion, Bernabe",2010.02.13,15000.0,9.73511322322302,126.0,22.0833333333335,28,3,16,0,0,10
"Escalante, Bruno",2010.02.13,1200.0,7.20938457891477,112.0,21.3333333333335,0,0,0,0,0,4
"Korobov, Matvey",2010.02.13,7500.0,9.04196604266308,161.0,27.0833333333335,9,0,7,0,0,6
"Melligen, Mark J.",2010.02.13,6000.0,8.81882249134887,146.0,23.8333333333335,16,2,12,0,0,8
"Donaire, Nonito",2010.02.13,150000.0,12.0376983162171,115.0,27.25,22,1,14,0,0,12
"Magdaleno, Diego",2010.02.13,5500.0,8.73181111435924,130.0,23.3333333333335,13,0,3,0,0,8
"Montiel, Fernando",2010.02.13,50000.0,10.939086027549,118.0,30.9166666666667,40,2,30,1,0,12
"Portillo, Edgar",2010.02.13,2500.0,7.94335375399497,132.0,19.5833333333335,6,3,4,0,0,6
"Marengo, Hector",2010.02.13,3000.0,8.12567531078892,131.0,26.5,5,0,3,0,0,6
"Morel, Eric Arturo",2010.02.13,60000.0,11.1214075843429,117.0,34.3333333333335,41,2,21,1,0,12
"Alcolea, Juan R.",2010.03.12,1000.0,7.02706302212081,136.0,23.1666666666667,1,1,0,0,0,4
"Martinez, Aalan",2010.03.12,1300.0,7.2894272865883,126.5,26.75,6,0,3,0,0,6
"Battease, Brian D.",2010.03.12,1300.0,7.2894272865883,127.0,26.5,6,1,1,0,0,6
"Gutierrez, Jesus A.",2010.03.12,1000.0,7.02706302212081,135.0,21.2949771689466,0,0,0,0,0,4
"Santiago, Alexis I.",2010.03.12,1000.0,7.02706302212081,120.0,19.5,2,0,1,0,0,4
"Herrera, Sergio",2010.03.12,1000.0,7.02706302212081,121.0,19.5,3,0,0,0,0,4
"Santomauro, Rocco",2010.03.12,1000.0,7.02706302212081,126.0,22.3223744292204,2,0,0,0,0,4
"Herrera, Thomas A.",2010.03.12,1000.0,7.02706302212081,128.0,24.8333333333333,2,4,0,0,0,4
"Gonzales, Brandon G.",2010.03.19,4500.0,8.53114041889709,163.0,25.8333333333333,10,0,9,0,0,8
"Boone, Darnell",2010.03.19,3500.0,8.27982599061618,163.0,30.1666666666667,16,14,6,0,0,8
"Mayfield, Karim",2010.03.19,3500.0,8.27982599061618,150.0,30.2949771689498,11,0,7,0,0,6
"Chaves, Diego G.",2010.03.27,2500.0,7.94335375399497,147.0,23.9166666666667,13,0,12,0,0,6
"Maidana, Marcos",2010.03.27,100000.0,11.6322332081089,140.0,26.6666666666667,27,1,26,1,0,12
"Cayo, Victor M.",2010.03.27,58500.0,11.0960897763586,140.0,25.3333333333333,24,0,16,1,0,12
"Charlo, Jermell",2010.03.27,4000.0,8.4133573832407,149.0,19.8333333333333,10,0,5,0,0,8
"Prieto, Gerardo",2010.03.27,4000.0,8.4133573832407,148.0,31.4166666666667,6,8,0,0,0,8
"Guzman, Joan",2010.03.27,125000.0,11.8553767594231,144.0,33.8333333333333,29,0,17,1,0,12
"Figueroa, Omar",2010.03.27,2500.0,7.94335375399497,137.0,20.297716894974,8,0,8,0,0,6
"Portillo, Edgar",2010.03.27,4000.0,8.4133573832407,137.0,19.6666666666667,6,3,4,0,0,6
"Jacobs, Daniel",2010.03.27,30000.0,10.428260403783,166.5,23.0833333333333,18,0,15,0,0,8
"Alexander, Michael L.",2010.04.02,1500.0,7.43252813022898,164.0,31.0833333333333,1,4,0,0,0,4
"Bogere, Sharif",2010.04.02,5000.0,8.63650093455491,139.0,21.5,14,0,8,0,0,8
"Maldonado, Fidel Jnr",2010.04.02,1700.0,7.55769127318298,136.0,18.75,1,0,1,0,0,4
"Rodriguez, Robert S.",2010.04.02,1650.0,7.5278383100333,124.5,19.75,2,0,0,0,0,6
"Finney, Michael K.",2010.04.02,1625.0,7.51257083790251,143.5,18.5,1,0,1,0,0,4
"Wilder, Deontay L.",2010.04.02,5000.0,8.63650093455491,215.5,24.5,8,0,8,0,0,6
"Perez, Michael A.",2010.04.02,3500.0,8.27982599061618,135.5,20.25,6,0,3,0,0,6
"Ganjelashvili, Sergi",2010.04.02,2200.0,7.81552038248508,135.5,28.0,4,4,0,0,0,6
"Lara, Erislandy",2010.04.02,11500.0,9.46941005749001,156.5,27.0,10,0,6,0,0,10
"Sitiwatjana, Dayel J.",2010.04.02,1000.0,7.02706302212081,129.0,19.25,5,1,3,0,0,4
"Sanchez, Hector M.",2010.04.02,7000.0,8.97297317117612,146.0,23.6666666666665,18,0,8,0,0,8
"Pendarvis, Cleotis",2010.04.02,4000.0,8.4133573832407,146.0,23.8333333333333,10,2,3,0,0,8
"Velasquez, Carlos I.",2010.04.02,7500.0,9.04196604266308,127.5,25.6666666666665,11,0,9,0,0,8
"Terry, Ira",2010.04.02,7500.0,9.04196604266308,128.0,23.1666666666665,24,2,14,0,0,8
"McEwan, Craig",2010.04.03,15000.0,9.73511322322302,159.5,28.0,17,0,9,0,0,8
"Howard, Clayvonne",2010.04.03,1500.0,7.43252813022898,134.0,25.3426940639236,2,3,1,0,0,4
"Gomez, Frankie",2010.04.03,3000.0,8.12567531078892,140.0,18.1666666666665,0,0,0,0,0,4
"Mora, Sergio",2010.04.03,35000.0,10.5824110836102,161.0,30.4057077625569,21,1,5,0,0,10
"Litzau, Jason",2010.04.03,40000.0,10.7159424762348,130.0,26.8333333333333,26,2,21,0,0,10
"Juarez, Ricardo",2010.04.03,45000.0,10.8337255118911,129.0,30.0,28,5,20,0,0,10
"Narh, Raymond A.",2010.04.03,10000.0,9.32964811511486,139.0,31.75,23,1,20,0,0,10
"Hernandez, Angel*",2010.04.03,9500.0,9.27835482072731,144.5,25.4166666666665,14,4,11,0,0,10
"Sillah, Ismayl",2010.04.03,50000.0,10.939086027549,175.0,25.1666666666665,11,0,10,0,0,10
"Hughes, Lawrence L.",2010.04.10,1000.0,7.02706302212081,136.0,26.0833333333333,3,0,3,0,0,4
"Alcolea, Juan R.",2010.04.10,1000.0,7.02706302212081,136.0,23.25,2,1,0,0,0,4
"Namauu, Henry CJ",2010.04.10,3000.0,8.12567531078892,199.0,25.5833333333333,5,3,3,0,0,10
"Santomauro, Rocco",2010.04.10,1000.0,7.02706302212081,126.0,22.4057077625537,3,0,0,0,0,4
"Santiago, Alexis I.",2010.04.10,1000.0,7.02706302212081,121.0,19.5833333333333,2,0,1,0,0,4
"Tinajero, Valente",2010.04.10,1500.0,7.43252813022898,198.0,30.5833333333333,8,0,4,0,0,6
"Herrera, Marcos R.",2010.04.10,3000.0,8.12567531078892,137.0,22.0,5,1,1,0,0,6
"Benavidez, Jose L.",2010.04.10,2500.0,7.94335375399497,138.0,17.9166666666665,3,0,3,0,0,4
"Gonzalez, Norberto",2010.04.10,10000.0,9.32964811511486,147.0,28.8333333333333,18,1,12,0,0,10
"Melligen, Mark J.",2010.04.10,10000.0,9.32964811511486,146.0,24.0,17,2,13,0,0,10
"Peterson, Lamont C.",2010.04.10,25000.0,10.245938846989,143.0,26.25,27,1,13,0,0,10
"Magdaleno, Diego",2010.04.10,12000.0,9.51196967190881,132.0,23.5,14,0,3,0,0,10
"Perez, Manuel S.",2010.04.10,5500.0,8.73181111435924,134.5,25.9166666666665,14,5,2,0,0,10
"Lenk, Anthony M.",2010.04.10,3000.0,8.12567531078892,138.0,22.4029680365263,6,1,3,0,0,6
"Rabotte, Joseph",2010.04.10,3000.0,8.12567531078892,254.0,31.25,7,11,3,0,0,6
"Guerrero, Robert",2010.04.30,6000.0,8.81882249134887,135.0,27.0833333333333,25,1,17,0,0,10
"Cotto, Abner J.",2010.04.30,1500.0,7.43252813022898,133.0,22.6666666666665,6,0,4,0,0,4
"Sandoval, Juan J.",2010.04.30,2000.0,7.72021020268076,131.0,23.25,1,2,1,0,0,4
"Gomez, Frankie",2010.04.30,3000.0,8.12567531078892,140.0,18.1666666666665,1,0,1,0,0,4
"Malfavon, Ricardo A.",2010.04.30,1400.0,7.36353525874202,143.0,27.8333333333333,0,1,0,0,0,4
"Velasquez, Carlos I.",2010.04.30,1500.0,7.43252813022898,126.0,25.6666666666665,9,1,5,0,0,4
"Guillen, Robert S.",2010.04.30,1500.0,7.43252813022898,124.0,33.8333333333333,5,6,1,0,0,4
"Wilder, Deontay L.",2010.04.30,5000.0,8.63650093455491,218.0,24.5,9,0,9,0,0,6
"Morales, Alvaro",2010.04.30,4000.0,8.4133573832407,291.0,26.75,4,7,0,0,0,6
"Sitiwatjana, Dayel J.",2010.04.30,1000.0,7.02706302212081,129.0,19.25,6,1,3,0,0,4
"Alvarez, Saul C.",2010.05.01,150000.0,12.0376983162171,150.0,19.8333333333335,31,0,23,0,1,10
"Cotto, Jose M.",2010.05.01,65000.0,11.2014502920165,149.0,32.9166666666667,31,1,23,0,1,10
"Perez, Eloy",2010.05.01,10000.0,9.32964811511486,129.0,23.5833333333335,16,0,4,0,0,10
"Leon, Gilberto Sanchez",2010.05.01,5000.0,8.63650093455491,130.0,29.25,29,6,9,0,0,10
"Ponce De Leon, Daniel",2010.05.01,35000.0,10.5824110836102,125.0,29.8333333333335,38,2,32,0,1,10
"Lock, Cornelius E.",2010.05.01,30000.0,10.428260403783,125.0,34.4479452054795,19,4,12,0,1,10
"Mayweather, Floyd ",2010.05.01,22500000.0,17.0483336103133,146.0,33.25,40,0,25,0,1,12
"Mosley, Shane",2010.05.01,6750000.0,15.8443608059874,147.0,39.6666666666667,46,5,39,0,1,12
"Ramos, Luis",2010.05.01,5000.0,8.63650093455491,136.0,22.0,14,0,7,0,0,8
"Ouali, Said",2010.05.01,35000.0,10.5824110836102,146.0,31.0,26,3,18,0,1,10
"Vargas, Jessie",2010.05.01,10000.0,9.32964811511486,142.0,21.0,9,0,4,0,0,8
"Reece, Daniel",2010.05.01,1000.0,7.02706302212081,136.0,28.5833333333335,0,0,0,0,0,4
"Savage, Dion",2010.05.01,7500.0,9.04196604266308,168.0,23.25,7,0,5,0,0,8
"Cisneros, Federick",2010.05.14,1000.0,7.02706302212081,146.0,27.25,1,2,0,0,0,4
"Guy, Mike",2010.05.14,1500.0,7.43252813022898,165.0,28.4287671232876,2,0,2,0,0,4
"Gaytan, Carlos",2010.05.14,1300.0,7.2894272865883,171.0,20.8333333333335,1,0,1,0,0,4
"Diaz, Julio C.",2010.05.14,10000.0,9.32964811511486,140.0,30.4342465753427,36,6,26,0,0,10
"Redkach, Ivan",2010.05.14,1500.0,7.43252813022898,133.0,24.1666666666667,3,0,3,0,0,4
"Delorme, Theron",2010.05.14,1200.0,7.20938457891477,132.0,28.4753424657533,1,0,0,0,0,4
"Hudaynazarov, Ravshan",2010.05.14,1000.0,7.02706302212081,149.0,25.9166666666667,11,0,9,0,0,6
"Prieto, Gerardo",2010.05.14,5000.0,8.63650093455491,149.5,31.5833333333335,6,9,0,0,0,6
"Gilbert, Joseph S.",2010.05.22,10000.0,9.32964811511486,165.0,33.9166666666667,18,2,14,0,0,8
"Bartinelli, Anthony",2010.05.22,6000.0,8.81882249134887,165.0,30.486301369863,20,13,13,0,0,8
"Smith, Lonnie M.",2010.05.22,1000.0,7.02706302212081,131.0,23.1666666666667,9,2,6,0,0,6
"Arrellin, Randy C.",2010.05.22,2500.0,7.94335375399497,131.0,19.5,4,2,3,0,0,6
"Gonzales, Brandon G.",2010.05.22,3500.0,8.27982599061618,165.0,26.0,11,0,9,0,0,6
"McFadden, Isaiah S.",2010.05.22,4000.0,8.4133573832407,166.0,26.25,3,1,1,0,0,6
"Melligen, Mark J.",2010.07.03,10000.0,9.32964811511486,147.0,24.25,18,2,13,0,0,10
"Gilbert, Joseph S.",2010.07.03,10000.0,9.32964811511486,172.0,34.0833333333333,19,2,15,0,0,8
"Bailey, William R.",2010.07.03,7000.0,8.97297317117612,173.0,32.1666666666665,10,8,4,0,0,8
"Proctor, Khadaphi",2010.07.03,2000.0,7.72021020268076,138.0,25.75,4,5,0,0,0,6
"Gaytan, Carlos",2010.07.03,1200.0,7.20938457891477,169.0,21.0,1,0,1,0,0,4
"Rivera, Alexander",2010.07.03,800.0,6.8039194708066,168.0,29.4166666666665,2,1,2,0,0,4
"Vargas, Francisco J.",2010.07.03,2500.0,7.94335375399497,130.0,25.5981735159785,2,0,1,0,0,4
"Sandoval, Juan J.",2010.07.03,1200.0,7.20938457891477,131.0,23.5,1,3,1,0,0,4
"Guerrero, Robert",2010.07.31,75000.0,11.3445511356571,138.5,27.3333333333333,26,1,18,0,1,10
"Casamayor, Joel",2010.07.31,50000.0,10.939086027549,138.0,40.0,37,4,22,0,1,10
"Bika, Sakio",2010.07.31,18000.0,9.91743478001698,166.0,31.25,28,3,19,0,0,12
"Groves, George",2010.07.31,5000.0,8.63650093455491,169.0,22.3333333333333,9,0,7,0,0,8
"Contreras, Alfredo",2010.07.31,3500.0,8.27982599061618,169.0,25.3333333333333,12,7,5,0,0,8
"Mitchell, Seth",2010.07.31,7000.0,8.97297317117612,243.0,28.1666666666665,17,0,11,0,0,8
"Marquez, Juan Manuel",2010.07.31,1000000.0,13.934818301103,133.5,36.9166666666665,50,5,37,2,1,12
"Linares, Jorge",2010.07.31,30000.0,10.428260403783,132.5,24.9166666666665,28,1,18,0,1,10
"Juarez, Ricardo",2010.07.31,45000.0,10.8337255118911,132.0,30.25,28,6,20,0,1,10
"Gomez, Frankie",2010.07.31,6000.0,8.81882249134887,139.0,18.4166666666665,4,0,4,0,0,6
"Jacobs, Daniel",2010.07.31,200000.0,12.3253803886689,159.0,23.4166666666665,20,0,17,1,1,12
"Montiel, Juan Manuel",2010.07.31,2500.0,7.94335375399497,134.0,27.0833333333333,3,3,1,0,0,6
"Peralta, Michael",2010.07.31,1200.0,7.20938457891477,136.0,27.9166666666665,4,5,1,0,0,6
"Griffin, Otis V.",2010.08.28,4500.0,8.53114041889709,175.0,32.0,22,6,9,0,0,8
"Bailey, William R.",2010.08.28,7000.0,8.97297317117612,175.0,32.25,10,9,4,0,0,8
"Smith, Lonnie M.",2010.08.28,2000.0,7.72021020268076,134.5,23.4166666666667,10,2,7,0,0,6
"Brownfield, Lowell D.",2010.08.28,2000.0,7.72021020268076,135.0,29.9166666666667,11,5,4,0,0,7
"Gonzales, Brandon G.",2010.08.28,3000.0,8.12567531078892,162.5,26.25,12,0,9,0,0,6
"Alcolea, Juan R.",2010.09.03,1000.0,7.02706302212081,135.0,23.6666666666667,2,2,0,0,0,4
"Reece, Daniel",2010.09.03,1000.0,7.02706302212081,136.0,28.9166666666667,1,0,0,0,0,4
"Battease, Brian D.",2010.09.03,1300.0,7.2894272865883,122.0,27.0,6,2,1,0,0,6
"Santiago, Alexis I.",2010.09.03,1300.0,7.2894272865883,121.0,20.0,3,0,1,0,0,6
"Namauu, Henry CJ",2010.09.03,2000.0,7.72021020268076,202.0,26.0,6,3,4,0,0,8
"Davis, Chad J.",2010.09.03,2000.0,7.72021020268076,203.0,31.7757990867581,2,5,0,0,0,8
"Santomauro, Rocco",2010.09.03,1000.0,7.02706302212081,124.0,22.8223744292204,4,0,0,0,0,4
"Santibanes, Walter M.",2010.09.03,1000.0,7.02706302212081,125.0,19.8333333333333,2,0,0,0,0,4
"Benavidez, Jose L.",2010.09.11,4000.0,8.4133573832407,135.0,18.3333333333333,7,0,7,0,0,6
"Korobov, Matvey",2010.09.11,10000.0,9.32964811511486,160.0,27.6666666666667,11,0,8,0,0,8
"Gamboa, Yuriorkis",2010.09.11,350000.0,12.8849961766043,126.0,28.7703196347029,18,0,15,2,0,12
"Salido, Orlando",2010.09.11,90000.0,11.5268726924511,126.0,29.8333333333333,35,10,23,2,0,12
"Magdaleno, Diego",2010.09.11,6900.0,8.95858443372402,135.0,23.9166666666667,15,0,3,0,0,8
"Lee, Mike Gene",2010.09.11,5000.0,8.63650093455491,175.0,23.25,1,0,0,0,0,4
"Rivera, Alexander",2010.09.11,1500.0,7.43252813022898,175.0,29.5833333333333,2,2,2,0,0,4
"Peterson, Anthony C.",2010.09.11,70000.0,11.2755582641702,135.0,25.5,30,0,20,0,0,12
"Rios, Brandon L.",2010.09.11,85000.0,11.4697142786111,135.0,24.4166666666667,24,0,18,0,0,12
"Gonzalez, Jhonny",2010.09.15,4000.0,8.4133573832407,126.0,29.0,45,7,39,0,0,12
"Hill, Quadtrine",2010.09.15,1500.0,7.43252813022898,228.0,27.8333333333333,1,0,1,0,0,4
"Banks, Yohan A.",2010.09.15,1200.0,7.20938457891477,272.0,35.3333333333333,3,4,1,0,0,4
"Griffin, Rynell",2010.09.15,1200.0,7.20938457891477,133.0,28.0,6,2,2,0,0,4
"Proctor, Khadaphi",2010.09.15,1200.0,7.20938457891477,135.0,25.9166666666667,5,5,0,0,0,4
"Roman, Miguel",2010.09.15,3000.0,8.12567531078892,131.8,24.8333333333333,30,7,22,0,0,12
"Harris, Tyrone P.",2010.09.15,12500.0,9.55279166642907,130.0,29.5,24,6,16,0,0,12
"Reyes, Marcos",2010.09.15,2000.0,7.72021020268076,159.0,22.8333333333333,16,1,14,0,0,6
"Villereal, Victor",2010.09.15,4000.0,8.4133573832407,158.0,30.8114155251142,9,5,5,0,0,6
"Avalos, Christopher",2010.09.17,2000.0,7.72021020268076,120.0,20.8333333333333,16,1,13,0,0,6
"Hernandez, Freddy R.",2010.09.17,15000.0,9.73511322322302,158.4,31.5,28,1,19,0,0,10
"Dirrell, Anthony",2010.09.17,5000.0,8.63650093455491,169.0,25.9166666666667,18,0,15,0,0,6
"Hilario, Wilton",2010.09.17,7000.0,8.97297317117612,127.5,27.3333333333333,12,1,9,0,0,8
"Duhart, Raul G.",2010.09.17,1200.0,7.20938457891477,143.0,29.5,2,2,2,0,0,4
"Medina, Emmanuel M.",2010.09.17,1200.0,7.20938457891477,140.0,22.0833333333333,1,0,1,0,0,4
"Diaz, Joel Jnr.",2010.09.17,1000.0,7.02706302212081,128.0,18.5,1,0,1,0,0,4
"Ramos, Hugo",2010.09.17,1200.0,7.20938457891477,127.5,20.5,3,6,1,0,0,4
"Gilbert, Joseph S.",2010.09.25,12500.0,9.55279166642907,160.0,34.25,20,2,15,0,0,10
"Ouma, Kassim",2010.09.25,6375.0,8.8794471131653,158.0,31.8004566210045,26,7,16,0,0,10
"Rivera, Alexander",2010.09.25,1500.0,7.43252813022898,165.0,29.5833333333333,2,3,2,0,0,4
"Alcolea, Juan R.",2010.10.16,1000.0,7.02706302212081,134.0,23.75,2,3,0,0,0,4
"Green, Paul M.",2010.10.16,1000.0,7.02706302212081,134.0,27.8372146118716,0,0,0,0,0,4
"Griffin, Rynell",2010.10.16,2000.0,7.72021020268076,133.0,28.0833333333333,6,3,2,0,0,6
"Frazier, Johnny D.",2010.10.16,1250.0,7.25020657343502,137.0,32.6666666666665,2,2,2,0,0,4
"Ruiz, Andy Jnr.",2010.10.16,1500.0,7.43252813022898,270.0,21.0833333333333,4,0,3,0,0,4
"Visinia, Natu",2010.10.16,1100.0,7.12237320192514,269.0,26.0833333333333,4,0,3,0,0,4
"Davis, Chad J.",2010.10.22,1300.0,7.2894272865883,216.0,31.8591324200913,2,6,0,0,0,6
"Morales, Alvaro",2010.10.22,1300.0,7.2894272865883,290.0,27.25,4,8,0,0,0,6
"Namauu, Henry CJ",2010.10.22,2000.0,7.72021020268076,198.0,26.0833333333333,7,3,5,0,0,8
"Santomauro, Rocco",2010.10.22,1000.0,7.02706302212081,125.0,22.9057077625537,2,0,0,0,0,4
"Guillen, Robert S.",2010.10.22,1000.0,7.02706302212081,124.5,34.3333333333333,5,7,1,0,0,4
"Santiago, Alexis I.",2010.10.22,1000.0,7.02706302212081,122.0,20.0833333333333,4,0,1,0,0,4
"Herrera, Sergio",2010.10.22,1000.0,7.02706302212081,123.0,20.0833333333333,3,0,0,0,0,4
"Bey, Mickey C.",2010.11.06,5500.0,8.73181111435924,132.0,27.4166666666667,15,0,8,0,0,6
"Quintero, Marvin J.",2010.11.06,5000.0,8.63650093455491,133.0,23.917808219175,20,2,16,0,0,10
"Attah, Daniel O.",2010.11.06,5000.0,8.63650093455491,133.0,31.9452054794522,24,6,8,0,0,10
"Magdaleno, Diego",2010.11.06,8500.0,9.16712918561708,131.0,24.0833333333335,16,0,4,0,0,8
"Escobar, Danny",2010.11.06,2000.0,7.72021020268076,145.0,21.75,6,0,5,0,0,6
"Lenk, Anthony M.",2010.11.06,3500.0,8.27982599061618,143.0,22.9863013698598,7,1,4,0,0,6
"Lopez, Juan M.",2010.11.06,700000.0,13.5781433571642,125.5,27.4166666666667,29,0,26,1,0,12
"Marquez, Rafael",2010.11.06,700000.0,13.5781433571642,125.5,35.6666666666667,39,5,35,1,0,12
"Magdaleno, Jessie",2010.11.06,2500.0,7.94335375399497,124.5,19.0,0,0,0,0,0,4
"Campbell, Nathaniel",2010.11.27,20000.0,10.0227952956748,138.0,40.6666666666667,33,6,25,0,0,8
"Estrada, Walter",2010.11.27,8000.0,9.10650456380065,136.0,34.5,37,13,25,0,0,8
"Berto, Andre",2010.11.27,910000.0,13.8405076216317,145.0,27.1666666666667,26,0,21,1,0,12
"Hernandez, Freddy R.",2010.11.27,75000.0,11.3445511356571,147.0,31.6666666666667,29,1,20,1,0,12
"Litzau, Jason",2010.11.27,50000.0,10.939086027549,130.0,27.4166666666667,27,2,21,0,0,10
"Lara, Erislandy",2010.11.27,10000.0,9.32964811511486,154.0,27.5833333333335,13,0,8,0,0,10
"Finney, Michael K.",2010.11.27,2500.0,7.94335375399497,146.0,19.0833333333335,5,0,5,0,0,4
"Howard, Clayvonne",2010.11.27,2000.0,7.72021020268076,141.0,25.926027397257,2,4,1,0,0,4
"Samir, Bastie",2010.11.27,2500.0,7.94335375399497,163.0,24.5,6,0,6,0,0,4
"Katsidis, Michael",2010.11.27,530000.0,13.299940028667,135.0,30.25,27,2,22,2,0,12
"Marquez, Juan Manuel",2010.11.27,1400000.0,14.2712905377242,134.0,37.25,51,5,37,2,0,12
"Thurman, Keith",2010.11.27,5000.0,8.63650093455491,149.0,22.0,14,0,13,0,0,8
"Bogere, Sharif",2010.12.11,5000.0,8.63650093455491,137.0,22.1134703196349,17,0,11,0,0,8
"Fernandez, Chris",2010.12.11,6500.0,8.8988651990224,137.0,34.7801369863014,19,10,12,0,0,8
"Caballero, Randy M.",2010.12.11,2500.0,7.94335375399497,120.0,20.1968036529681,5,0,4,0,0,4
"Guillen, Robert S.",2010.12.11,1500.0,7.43252813022898,122.0,34.4468036529681,5,8,1,0,0,4
"Blanco, Alfonso",2010.12.11,3500.0,8.27982599061618,159.0,24.7801369863014,1,0,0,0,0,4
"Guzman, Joan",2010.12.11,13000.0,9.59201237958235,144.5,34.5301369863014,30,0,17,0,0,10
"Davis, Jason L.",2010.12.11,11000.0,9.42495829491918,143.0,28.6134703196349,11,7,3,0,0,10
"Maidana, Marcos",2010.12.11,550000.0,13.3369813003473,139.0,27.3634703196349,29,1,27,1,0,12
"Khan, Amir",2010.12.11,975000.0,13.9095004931187,140.0,24.0082191780791,23,1,17,1,0,12
"Kavanagh, Jamie G.",2010.12.11,2000.0,7.72021020268076,136.5,20.5301369863014,3,0,1,0,0,4
"Peterson, Lamont C.",2010.12.11,100000.0,11.6322332081089,140.0,26.8634703196349,28,1,14,0,0,10
"Ortiz, Victor M.",2010.12.11,150000.0,12.0376983162171,141.0,23.8634703196349,28,2,22,0,0,10
"Mitchell, Seth",2010.12.11,7000.0,8.97297317117612,243.0,28.5301369863014,19,0,13,0,0,8
"Vargas, Jessie",2010.12.11,5000.0,8.63650093455491,140.0,21.5301369863014,12,0,7,0,0,8
"Montano, Ramon C.",2010.12.11,5000.0,8.63650093455491,141.0,28.0301369863014,17,8,2,0,0,8
"Herrera, Alberto",2011.01.07,6500.0,8.86782875492487,152.0,29.3333333333333,7,1,5,0,0,8
"Contreras, Richard",2011.01.07,1200.0,7.17834813481723,120.0,20.9166666666665,3,0,2,0,0,4
"Martinez, Franky",2011.01.07,1200.0,7.17834813481723,136.0,28.25,0,0,0,0,0,4
"Gutierrez, Jesus A.",2011.01.07,1200.0,7.17834813481723,134.0,22.1283105022799,1,0,1,0,0,4
"Gomez, Jose",2011.01.07,1800.0,7.5838132429254,132.0,33.75,3,4,0,0,0,4
"Provodnikov, Ruslan",2011.01.07,10000.0,9.29861167101733,140.0,27.0,17,0,11,0,0,12
"Herrera, Mauricio",2011.01.07,8500.0,9.13609274151955,140.0,30.6666666666665,15,1,7,0,0,12
"Otero, Manuel",2011.01.07,1500.0,7.40149168613144,198.0,23.6666666666665,2,1,1,0,0,6
"Namauu, Henry CJ",2011.01.07,2000.0,7.68917375858322,199.0,26.3333333333333,8,3,5,0,0,6
"Arcos, Eduardo L.",2011.01.22,6000.0,8.78778604725133,127.5,22.75,16,2,13,0,0,8
"Marroquin, Roberto",2011.01.22,7500.0,9.01092959856554,127.0,21.4166666666665,17,0,13,0,0,8
"Rodriguez, Fernando",2011.01.22,3000.0,8.09463886669139,139.0,21.6666666666665,5,1,3,0,0,6
"Benavidez, Jose L.",2011.01.22,4000.0,8.38232093914317,140.0,18.6666666666665,9,0,9,0,0,6
"Magdaleno, Jessie",2011.01.22,2500.0,7.91231730989743,121.5,19.1666666666665,1,0,1,0,0,4
"Tinajero, Valente",2011.01.22,2500.0,7.91231730989743,203.5,31.3333333333333,8,3,4,0,0,6
"Jimenez, Marcos",2011.01.22,6000.0,8.78778604725133,129.0,26.9166666666665,18,2,12,0,0,10
"Magdaleno, Diego",2011.01.22,8500.0,9.13609274151955,130.0,24.25,17,0,5,0,0,10
"Lenk, Anthony M.",2011.01.22,3000.0,8.09463886669139,144.0,23.1529680365263,8,1,4,0,0,6
"Han, Abraham Y.",2011.01.22,2000.0,7.68917375858322,158.0,26.3333333333333,11,0,9,0,0,6
